"Name","label_generator","num_classes","best_accuracy"
"3_MLDG_NC8_US_True","MLDG","8","55.81395721435547"
"3_MLDG_NC8_US_True","MLDG","8","55.98899841308594"
"2_APVIT_NC8_US_True","APVIT","8","56.11403274536133"
"2_APVIT_NC8_US_True","APVIT","8","55.48887634277344"
"1_MLDG_NC7_US_True","MLDG","7","62.42856979370117"
"1_MLDG_NC7_US_True","MLDG","7","63"
"0_APVIT_NC7_US_True","APVIT","7","62.31428527832031"
"0_APVIT_NC7_US_True","APVIT","7","61.88571548461914"
